NextWordPredictionModelRaw,NextWordPredictionModel,AlternativeStructure,context,observed_rows,observed_boundaries,average_log_likelihood,median_log_likelihood,std_log_likelihood,min_log_likelihood,max_log_likelihood
cloze,Cloze,ordering,bag,85,1,-1.0226640931765927,-0.657780036722654,0.965361538511002,-2.385966701933097,-0.0120725812342692
cloze,Cloze,ordering,bakery,74,1,-0.6616326315068866,-0.3566749439387324,0.7237898369645024,-2.659260036932779,-0.0725706928348353
cloze,Cloze,ordering,beach,86,1,-0.8086058049685291,-0.6616485135005743,0.8406950535001428,-2.6882475738060303,-0.0704224642965458
cloze,Cloze,ordering,cold,40,1,-0.5402484070144473,-0.0790432073404528,0.8616783304003102,-2.688247573806031,-0.0704224642965458
cloze,Cloze,ordering,fridge,213,1,-3.0112959133945028,-0.5621189181535411,7.172263289709913,-23.025850929940457,0.0
cloze,Cloze,ordering,gym,138,1,-0.7459961354827636,-0.4588658848352796,0.6881710451298046,-3.4420193761824094,-0.03252319170556
cloze,Cloze,ordering,hot,151,1,-1.824294862573112,-0.1075852106799374,5.4006324853364855,-23.025850929940457,0.0
cloze,Cloze,ordering,mask,82,1,-3.927707797615064,-0.0921152889078056,8.365070272055995,-23.025850929940457,0.0
cloze,Cloze,ordering,meat,93,1,-1.0280382537859831,-0.9781661355922424,0.9056486946135712,-2.525728644308255,-0.059750004405774
cloze,Cloze,ordering,restaurant,91,1,-0.6063220890796706,-0.41855034765682,0.6343780289818234,-3.0791138824930417,-0.0470916075338505
cloze,Cloze,ordering,salad,40,1,-0.5819783204337989,-0.2957142441490452,0.9326833205137304,-5.115995809754081,-0.006018072325563
cloze,Cloze,ordering,science,213,1,-0.914279122378842,-0.3886079910417414,0.9093987094356708,-4.017383521085972,-0.0181639706276711
cloze,Cloze,ordering,throw,69,1,-1.1720755381498955,-1.016111067156366,0.9576133529122689,-2.603690185777967,-0.0768810443359576
cloze,Cloze,ordering,transport,10,1,-1.454116641378775,-0.0080321716972642,2.3284172063298145,-4.828313737302301,-0.0080321716972642
cloze,Cloze,set,bag,1870,22,-0.6947923655493395,-0.371063681390832,0.8273335324869819,-6.214608098422191,0.0
cloze,Cloze,set,bakery,1628,22,-0.9001946360011305,-0.6198967188203526,0.9705056017718323,-5.115995809754082,-0.006018072325563
cloze,Cloze,set,beach,1892,22,-0.9328656083030352,-0.3092462503676215,0.9997987128128701,-3.729701448634191,-0.0242926925690445
cloze,Cloze,set,cold,880,22,-0.4141706205385122,-0.0534007767271152,0.8204038347238701,-5.115995809754082,-0.006018072325563
cloze,Cloze,set,fridge,4686,22,-0.7182675838790693,-0.0682788407532943,2.652141488484333,-23.025850929940457,0.0
cloze,Cloze,set,gym,3036,22,-1.0529633988181633,-0.8770700187208738,0.826154171336167,-4.605170185988091,-0.0100503358535014
cloze,Cloze,set,hot,3322,22,-0.5617230159232351,-0.1461825101780814,0.8892758685170565,-5.115995809754082,0.0
cloze,Cloze,set,mask,1804,22,-2.1295153755630696,-0.1696027843861799,5.912547808129165,-23.025850929940457,0.0
cloze,Cloze,set,meat,2046,22,-1.2595743962818289,-1.1841701770297564,1.0241845651138566,-4.605170185988091,-0.0100503358535014
cloze,Cloze,set,restaurant,2002,22,-0.7460069851468323,-0.5242486440981314,0.695301899268158,-4.828313737302301,-0.0080321716972642
cloze,Cloze,set,salad,880,22,-0.5821066211619715,-0.4764566116653279,0.5973520100401056,-3.170085660698768,-0.002002002670673
cloze,Cloze,set,science,4686,22,-1.5884684681400378,-1.1394342831883648,1.8104886932036601,-23.025850929940457,0.0
cloze,Cloze,set,throw,1518,22,-1.0756032256114714,-0.9675840262617056,0.8823125960825502,-3.649658740960655,-0.0080321716972642
cloze,Cloze,set,transport,220,22,-0.8539795644434137,-0.1554849028403949,1.346939475332566,-6.214608098422191,-0.002002002670673
cloze,Cloze,conjunction,bag,1870,22,-0.9093429084843075,-0.2561834053924099,1.099194850198679,-6.214608098422191,-0.002002002670673
cloze,Cloze,conjunction,bakery,1628,22,-0.9326536400938283,-0.657780036722654,0.9998420566125713,-5.115995809754082,-0.006018072325563
cloze,Cloze,conjunction,beach,1892,22,-0.9701993573382756,-0.32869314592825827,1.0172046112773843,-3.912023005428146,-0.0202027073175194
