NextWordPredictionModelRaw,NextWordPredictionModel,AlternativeStructure,context,trigger,query,model_negation_probability,observed_rows,observed_boundaries,human_negation_probability,human_trial_count
cloze,Cloze Probability,set,bag,chalk,crayons,0.7896,60,10,1.0,6
cloze,Cloze Probability,set,bag,chalk,headphones,0.0738,50,10,0.2,5
cloze,Cloze Probability,set,bag,chalk,makeup,0.3066,50,10,0.2,5
cloze,Cloze Probability,set,bag,chalk,pen,0.872,50,10,1.0,5
cloze,Cloze Probability,set,bag,crayons,chalk,0.33340000000000003,180,10,0.8888888888888888,18
cloze,Cloze Probability,set,bag,crayons,headphones,0.0738,40,10,0.25,4
cloze,Cloze Probability,set,bag,crayons,makeup,0.3066,50,10,0.0,5
cloze,Cloze Probability,set,bag,crayons,pen,0.8720000000000001,40,10,1.0,4
cloze,Cloze Probability,set,bag,headphones,chalk,0.33340000000000003,50,10,0.4,5
cloze,Cloze Probability,set,bag,headphones,crayons,0.7896,30,10,1.0,3
cloze,Cloze Probability,set,bag,headphones,makeup,0.3066,190,10,0.21052631578947367,19
cloze,Cloze Probability,set,bag,headphones,pen,0.872,50,10,1.0,5
cloze,Cloze Probability,set,bag,makeup,chalk,0.33340000000000003,20,10,1.0,2
cloze,Cloze Probability,set,bag,makeup,crayons,0.7896,20,10,1.0,2
cloze,Cloze Probability,set,bag,makeup,headphones,0.0738,40,10,0.0,4
cloze,Cloze Probability,set,bag,makeup,pen,0.872,30,10,1.0,3
cloze,Cloze Probability,set,bag,pen,chalk,0.3334,210,10,0.8571428571428571,21
cloze,Cloze Probability,set,bag,pen,crayons,0.7896,170,10,0.8823529411764706,17
cloze,Cloze Probability,set,bag,pen,headphones,0.0738,50,10,0.0,5
cloze,Cloze Probability,set,bag,pen,makeup,0.30660000000000004,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,bakery,cakes,ice cream,0.44480000000000003,190,10,0.8421052631578947,19
cloze,Cloze Probability,set,bakery,cakes,muffins,0.4956,180,10,0.8888888888888888,18
cloze,Cloze Probability,set,bakery,cakes,pretzels,0.1198,60,10,0.5,6
cloze,Cloze Probability,set,bakery,cakes,sandwiches,0.10460000000000001,50,10,0.4,5
cloze,Cloze Probability,set,bakery,cakes,water,0.0502,50,10,0.0,5
cloze,Cloze Probability,set,bakery,ice cream,cakes,0.8268,50,10,1.0,5
cloze,Cloze Probability,set,bakery,ice cream,muffins,0.4956,170,10,0.5882352941176471,17
cloze,Cloze Probability,set,bakery,ice cream,pretzels,0.11979999999999999,20,10,0.5,2
cloze,Cloze Probability,set,bakery,ice cream,sandwiches,0.1046,40,10,0.25,4
cloze,Cloze Probability,set,bakery,ice cream,water,0.0502,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,bakery,muffins,cakes,0.8268,50,10,1.0,5
cloze,Cloze Probability,set,bakery,muffins,ice cream,0.44480000000000003,20,10,1.0,2
cloze,Cloze Probability,set,bakery,muffins,pretzels,0.1198,50,10,0.4,5
cloze,Cloze Probability,set,bakery,muffins,sandwiches,0.1046,20,10,0.0,2
cloze,Cloze Probability,set,bakery,muffins,water,0.0502,50,10,0.0,5
cloze,Cloze Probability,set,bakery,pretzels,cakes,0.8268,50,10,1.0,5
cloze,Cloze Probability,set,bakery,pretzels,ice cream,0.4448,50,10,1.0,5
cloze,Cloze Probability,set,bakery,pretzels,muffins,0.4956,30,10,1.0,3
cloze,Cloze Probability,set,bakery,pretzels,sandwiches,0.10460000000000001,50,10,0.4,5
cloze,Cloze Probability,set,bakery,pretzels,water,0.0502,40,10,0.0,4
cloze,Cloze Probability,set,bakery,sandwiches,cakes,0.8268,30,10,1.0,3
cloze,Cloze Probability,set,bakery,sandwiches,ice cream,0.4448,50,10,1.0,5
cloze,Cloze Probability,set,bakery,sandwiches,muffins,0.4956,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,bakery,sandwiches,pretzels,0.1198,200,10,0.55,20
cloze,Cloze Probability,set,bakery,sandwiches,water,0.0502,50,10,0.0,5
cloze,Cloze Probability,set,bakery,water,cakes,0.8268,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,bakery,water,ice cream,0.4448,60,10,0.6666666666666666,6
cloze,Cloze Probability,set,bakery,water,muffins,0.4956,60,10,0.5,6
cloze,Cloze Probability,set,bakery,water,pretzels,0.1198,130,10,0.5384615384615384,13
cloze,Cloze Probability,set,bakery,water,sandwiches,0.1046,210,10,0.42857142857142855,21
cloze,Cloze Probability,set,beach,bikini,coat,0.066,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,beach,bikini,jacket,0.1842,40,10,0.25,4
cloze,Cloze Probability,set,beach,bikini,jeans,0.2038,60,10,0.5,6
cloze,Cloze Probability,set,beach,bikini,shorts,0.8092,200,10,0.7,20
cloze,Cloze Probability,set,beach,bikini,sunglasses,0.3362,180,10,0.16666666666666666,18
cloze,Cloze Probability,set,beach,coat,bikini,0.24800000000000003,60,10,1.0,6
cloze,Cloze Probability,set,beach,coat,jacket,0.1842,110,10,0.5454545454545454,11
cloze,Cloze Probability,set,beach,coat,jeans,0.20379999999999998,160,10,0.5,16
cloze,Cloze Probability,set,beach,coat,shorts,0.8092,50,10,1.0,5
cloze,Cloze Probability,set,beach,coat,sunglasses,0.3362,30,10,0.0,3
cloze,Cloze Probability,set,beach,jacket,bikini,0.248,20,10,1.0,2
cloze,Cloze Probability,set,beach,jacket,coat,0.066,30,10,1.0,3
cloze,Cloze Probability,set,beach,jacket,jeans,0.20379999999999998,200,10,0.45,20
cloze,Cloze Probability,set,beach,jacket,shorts,0.8092,50,10,0.6,5
cloze,Cloze Probability,set,beach,jacket,sunglasses,0.3362,40,10,0.5,4
cloze,Cloze Probability,set,beach,jeans,bikini,0.248,50,10,1.0,5
cloze,Cloze Probability,set,beach,jeans,coat,0.066,50,10,0.6,5
cloze,Cloze Probability,set,beach,jeans,jacket,0.1842,60,10,0.0,6
cloze,Cloze Probability,set,beach,jeans,shorts,0.8092,50,10,1.0,5
cloze,Cloze Probability,set,beach,jeans,sunglasses,0.3362,40,10,0.25,4
cloze,Cloze Probability,set,beach,shorts,bikini,0.248,40,10,0.75,4
cloze,Cloze Probability,set,beach,shorts,coat,0.066,40,10,0.75,4
cloze,Cloze Probability,set,beach,shorts,jacket,0.1842,40,10,0.25,4
cloze,Cloze Probability,set,beach,shorts,jeans,0.20379999999999998,50,10,0.6,5
cloze,Cloze Probability,set,beach,shorts,sunglasses,0.3362,200,10,0.15,20
cloze,Cloze Probability,set,beach,sunglasses,bikini,0.248,50,10,1.0,5
cloze,Cloze Probability,set,beach,sunglasses,coat,0.066,50,10,0.0,5
cloze,Cloze Probability,set,beach,sunglasses,jacket,0.18420000000000003,50,10,0.8,5
cloze,Cloze Probability,set,beach,sunglasses,jeans,0.2038,60,10,0.5,6
cloze,Cloze Probability,set,beach,sunglasses,shorts,0.8092,40,10,0.5,4
cloze,Cloze Probability,set,cold,blankets,heater,0.5237999999999999,20,10,1.0,2
cloze,Cloze Probability,set,cold,blankets,sink,0.05619999999999999,40,10,0.0,4
cloze,Cloze Probability,set,cold,blankets,tea,0.0574,200,10,0.2,20
cloze,Cloze Probability,set,cold,heater,blankets,0.7226,180,10,0.8333333333333334,18
cloze,Cloze Probability,set,cold,heater,sink,0.0562,50,10,0.0,5
cloze,Cloze Probability,set,cold,heater,tea,0.05739999999999999,160,10,0.125,16
cloze,Cloze Probability,set,cold,sink,blankets,0.7226,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,cold,sink,heater,0.5238,40,10,1.0,4
cloze,Cloze Probability,set,cold,sink,tea,0.0574,50,10,0.0,5
cloze,Cloze Probability,set,cold,tea,blankets,0.7226,50,10,0.6,5
cloze,Cloze Probability,set,cold,tea,heater,0.5238,60,10,0.5,6
cloze,Cloze Probability,set,cold,tea,sink,0.05619999999999999,40,10,0.0,4
cloze,Cloze Probability,set,cut,batteries,keys,0.1074,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,cut,batteries,nail clippers,0.4336,50,10,0.8,5
cloze,Cloze Probability,set,cut,batteries,scissors,0.8236,50,10,0.8,5
cloze,Cloze Probability,set,cut,batteries,stapler,0.049,180,10,0.4444444444444444,18
cloze,Cloze Probability,set,cut,batteries,thumb tacks,0.10540000000000001,210,10,0.38095238095238093,21
cloze,Cloze Probability,set,cut,keys,batteries,0.0538,40,10,0.25,4
cloze,Cloze Probability,set,cut,keys,nail clippers,0.4336,50,10,0.8,5
cloze,Cloze Probability,set,cut,keys,scissors,0.8236,50,10,1.0,5
cloze,Cloze Probability,set,cut,keys,stapler,0.049,50,10,0.2,5
cloze,Cloze Probability,set,cut,keys,thumb tacks,0.1054,50,10,0.2,5
cloze,Cloze Probability,set,cut,nail clippers,batteries,0.0538,50,10,0.0,5
cloze,Cloze Probability,set,cut,nail clippers,keys,0.10740000000000001,160,10,0.3125,16
cloze,Cloze Probability,set,cut,nail clippers,scissors,0.8236000000000001,40,10,1.0,4
cloze,Cloze Probability,set,cut,nail clippers,stapler,0.049,20,10,0.5,2
cloze,Cloze Probability,set,cut,nail clippers,thumb tacks,0.1054,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,cut,scissors,batteries,0.0538,40,10,0.0,4
cloze,Cloze Probability,set,cut,scissors,keys,0.1074,200,10,0.15,20
cloze,Cloze Probability,set,cut,scissors,nail clippers,0.4336,110,10,0.6363636363636364,11
cloze,Cloze Probability,set,cut,scissors,stapler,0.049,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,cut,scissors,thumb tacks,0.10540000000000001,40,10,0.0,4
cloze,Cloze Probability,set,cut,stapler,batteries,0.0538,50,10,0.0,5
cloze,Cloze Probability,set,cut,stapler,keys,0.1074,50,10,0.2,5
cloze,Cloze Probability,set,cut,stapler,nail clippers,0.4336,60,10,0.6666666666666666,6
cloze,Cloze Probability,set,cut,stapler,scissors,0.8236000000000001,40,10,1.0,4
cloze,Cloze Probability,set,cut,stapler,thumb tacks,0.1054,170,10,0.11764705882352941,17
cloze,Cloze Probability,set,cut,thumb tacks,batteries,0.0538,40,10,0.0,4
cloze,Cloze Probability,set,cut,thumb tacks,keys,0.1074,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,cut,thumb tacks,nail clippers,0.4336,50,10,0.6,5
cloze,Cloze Probability,set,cut,thumb tacks,scissors,0.8236,50,10,0.8,5
cloze,Cloze Probability,set,cut,thumb tacks,stapler,0.049,50,10,0.0,5
cloze,Cloze Probability,set,fridge,juice,ketchup,0.1574,60,10,0.3333333333333333,6
cloze,Cloze Probability,set,fridge,juice,meat,0.0,30,10,0.0,3
cloze,Cloze Probability,set,fridge,juice,milk,0.8456,150,10,1.0,15
cloze,Cloze Probability,set,fridge,juice,water,0.9027999999999999,60,10,1.0,6
cloze,Cloze Probability,set,fridge,juice,yogurt,0.1226,50,10,0.0,5
cloze,Cloze Probability,set,fridge,ketchup,juice,0.8966,50,10,1.0,5
cloze,Cloze Probability,set,fridge,ketchup,meat,0.0,40,10,0.0,4
cloze,Cloze Probability,set,fridge,ketchup,milk,0.8456,50,10,1.0,5
cloze,Cloze Probability,set,fridge,ketchup,water,0.9028,20,10,1.0,2
cloze,Cloze Probability,set,fridge,ketchup,yogurt,0.12260000000000001,180,10,0.2222222222222222,18
cloze,Cloze Probability,set,fridge,meat,juice,0.8966,50,10,1.0,5
cloze,Cloze Probability,set,fridge,meat,ketchup,0.1574,180,10,0.16666666666666666,18
cloze,Cloze Probability,set,fridge,meat,milk,0.8455999999999999,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,fridge,meat,water,0.9028,20,10,1.0,2
cloze,Cloze Probability,set,fridge,meat,yogurt,0.1226,160,10,0.625,16
cloze,Cloze Probability,set,fridge,milk,juice,0.8966,50,10,1.0,5
cloze,Cloze Probability,set,fridge,milk,ketchup,0.1574,50,10,0.0,5
cloze,Cloze Probability,set,fridge,milk,meat,0.0,60,10,0.0,6
cloze,Cloze Probability,set,fridge,milk,water,0.9027999999999999,60,10,0.8333333333333334,6
cloze,Cloze Probability,set,fridge,milk,yogurt,0.1226,50,10,0.2,5
cloze,Cloze Probability,set,fridge,water,juice,0.8966000000000001,220,10,1.0,22
cloze,Cloze Probability,set,fridge,water,ketchup,0.1574,40,10,0.0,4
cloze,Cloze Probability,set,fridge,water,meat,0.0,30,10,0.0,3
cloze,Cloze Probability,set,fridge,water,milk,0.8456,180,10,0.9444444444444444,18
cloze,Cloze Probability,set,fridge,water,yogurt,0.1226,50,10,0.0,5
cloze,Cloze Probability,set,fridge,yogurt,juice,0.8966,50,10,1.0,5
cloze,Cloze Probability,set,fridge,yogurt,ketchup,0.1574,50,10,0.2,5
cloze,Cloze Probability,set,fridge,yogurt,meat,0.0,50,10,0.4,5
cloze,Cloze Probability,set,fridge,yogurt,milk,0.8455999999999999,40,10,0.75,4
cloze,Cloze Probability,set,fridge,yogurt,water,0.9028,20,10,1.0,2
cloze,Cloze Probability,set,gym,basketball,lacrosse,0.4576,150,10,0.9333333333333333,15
cloze,Cloze Probability,set,gym,basketball,meditation,0.06420000000000001,20,10,0.0,2
cloze,Cloze Probability,set,gym,basketball,softball,0.3494,200,10,0.9,20
cloze,Cloze Probability,set,gym,basketball,swimming,0.3146,50,10,0.4,5
cloze,Cloze Probability,set,gym,lacrosse,basketball,0.7692,40,10,1.0,4
cloze,Cloze Probability,set,gym,lacrosse,meditation,0.06420000000000001,20,10,0.0,2
cloze,Cloze Probability,set,gym,lacrosse,softball,0.3494,30,10,1.0,3
cloze,Cloze Probability,set,gym,lacrosse,swimming,0.31460000000000005,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,gym,meditation,basketball,0.7692,40,10,0.75,4
cloze,Cloze Probability,set,gym,meditation,lacrosse,0.45760000000000006,40,10,1.0,4
cloze,Cloze Probability,set,gym,meditation,softball,0.34940000000000004,40,10,1.0,4
cloze,Cloze Probability,set,gym,meditation,swimming,0.3146,190,10,0.7894736842105263,19
cloze,Cloze Probability,set,gym,softball,basketball,0.7692,60,10,1.0,6
cloze,Cloze Probability,set,gym,softball,lacrosse,0.4576,190,10,0.9473684210526315,19
cloze,Cloze Probability,set,gym,softball,meditation,0.0642,50,10,0.6,5
cloze,Cloze Probability,set,gym,softball,swimming,0.3146,50,10,0.8,5
cloze,Cloze Probability,set,gym,swimming,basketball,0.7692,50,10,1.0,5
cloze,Cloze Probability,set,gym,swimming,lacrosse,0.45760000000000006,40,10,1.0,4
cloze,Cloze Probability,set,gym,swimming,meditation,0.0642,50,10,0.0,5
cloze,Cloze Probability,set,gym,swimming,softball,0.34940000000000004,40,10,0.75,4
cloze,Cloze Probability,set,hot,blankets,couch,0.0,120,10,0.0,12
cloze,Cloze Probability,set,hot,blankets,fan,0.7236,50,10,0.2,5
cloze,Cloze Probability,set,hot,blankets,heater,0.0406,40,10,0.75,4
cloze,Cloze Probability,set,hot,blankets,pool,0.33380000000000004,50,10,0.0,5
cloze,Cloze Probability,set,hot,blankets,shower,0.1888,50,10,0.2,5
cloze,Cloze Probability,set,hot,couch,blankets,0.0046,50,10,0.2,5
cloze,Cloze Probability,set,hot,couch,fan,0.7235999999999999,30,10,0.0,3
cloze,Cloze Probability,set,hot,couch,heater,0.0406,30,10,0.0,3
cloze,Cloze Probability,set,hot,couch,pool,0.3338,60,10,0.5,6
cloze,Cloze Probability,set,hot,couch,shower,0.18880000000000002,20,10,1.0,2
cloze,Cloze Probability,set,hot,fan,blankets,0.0046,40,10,0.0,4
cloze,Cloze Probability,set,hot,fan,couch,0.0,40,10,0.0,4
cloze,Cloze Probability,set,hot,fan,heater,0.0406,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,hot,fan,pool,0.33380000000000004,200,10,0.55,20
cloze,Cloze Probability,set,hot,fan,shower,0.1888,200,10,0.05,20
cloze,Cloze Probability,set,hot,heater,blankets,0.0046,130,10,0.23076923076923078,13
cloze,Cloze Probability,set,hot,heater,couch,0.0,200,10,0.0,20
cloze,Cloze Probability,set,hot,heater,fan,0.7236,50,10,1.0,5
cloze,Cloze Probability,set,hot,heater,pool,0.3338,40,10,0.25,4
cloze,Cloze Probability,set,hot,heater,shower,0.1888,50,10,0.0,5
cloze,Cloze Probability,set,hot,pool,blankets,0.0046,50,10,0.4,5
cloze,Cloze Probability,set,hot,pool,couch,0.0,40,10,0.0,4
cloze,Cloze Probability,set,hot,pool,fan,0.7236,40,10,0.25,4
cloze,Cloze Probability,set,hot,pool,heater,0.0406,40,10,0.0,4
cloze,Cloze Probability,set,hot,pool,shower,0.1888,190,10,0.2631578947368421,19
cloze,Cloze Probability,set,hot,shower,blankets,0.0046,40,10,0.0,4
cloze,Cloze Probability,set,hot,shower,couch,0.0,60,10,0.0,6
cloze,Cloze Probability,set,hot,shower,fan,0.7236,50,10,0.8,5
cloze,Cloze Probability,set,hot,shower,heater,0.0406,60,10,0.3333333333333333,6
cloze,Cloze Probability,set,hot,shower,pool,0.33380000000000004,50,10,1.0,5
cloze,Cloze Probability,set,mask,bandana,candy,0.048,40,10,0.0,4
cloze,Cloze Probability,set,mask,bandana,handkerchief,0.40740000000000004,130,10,0.6153846153846154,13
cloze,Cloze Probability,set,mask,bandana,napkins,0.26280000000000003,120,10,0.16666666666666666,12
cloze,Cloze Probability,set,mask,bandana,wallet,0.0,50,10,0.4,5
cloze,Cloze Probability,set,mask,candy,bandana,0.7028,50,10,0.8,5
cloze,Cloze Probability,set,mask,candy,handkerchief,0.4074,60,10,0.6666666666666666,6
cloze,Cloze Probability,set,mask,candy,napkins,0.26280000000000003,40,10,0.5,4
cloze,Cloze Probability,set,mask,candy,wallet,0.0,200,10,0.2,20
cloze,Cloze Probability,set,mask,handkerchief,bandana,0.7028,30,10,1.0,3
cloze,Cloze Probability,set,mask,handkerchief,candy,0.048,60,10,0.0,6
cloze,Cloze Probability,set,mask,handkerchief,napkins,0.26280000000000003,200,10,0.3,20
cloze,Cloze Probability,set,mask,handkerchief,wallet,0.0,50,10,0.0,5
cloze,Cloze Probability,set,mask,napkins,bandana,0.7028,50,10,1.0,5
cloze,Cloze Probability,set,mask,napkins,candy,0.048,50,10,0.2,5
cloze,Cloze Probability,set,mask,napkins,handkerchief,0.40740000000000004,50,10,0.6,5
cloze,Cloze Probability,set,mask,napkins,wallet,0.0,40,10,0.0,4
cloze,Cloze Probability,set,mask,wallet,bandana,0.7028,50,10,0.8,5
cloze,Cloze Probability,set,mask,wallet,candy,0.048,50,10,0.2,5
cloze,Cloze Probability,set,mask,wallet,handkerchief,0.40740000000000004,50,10,0.6,5
cloze,Cloze Probability,set,mask,wallet,napkins,0.26280000000000003,60,10,0.5,6
cloze,Cloze Probability,set,meat,chicken,crab,0.1892,170,10,0.7647058823529411,17
cloze,Cloze Probability,set,meat,chicken,mushrooms,0.044399999999999995,50,10,0.2,5
cloze,Cloze Probability,set,meat,chicken,tofu,0.1338,50,10,0.0,5
cloze,Cloze Probability,set,meat,chicken,turkey,0.3996,210,10,0.9523809523809523,21
cloze,Cloze Probability,set,meat,crab,chicken,0.82,50,10,1.0,5
cloze,Cloze Probability,set,meat,crab,mushrooms,0.0444,30,10,0.0,3
cloze,Cloze Probability,set,meat,crab,tofu,0.1338,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,meat,crab,turkey,0.3996,50,10,1.0,5
cloze,Cloze Probability,set,meat,mushrooms,chicken,0.8200000000000001,60,10,1.0,6
cloze,Cloze Probability,set,meat,mushrooms,crab,0.1892,50,10,1.0,5
cloze,Cloze Probability,set,meat,mushrooms,tofu,0.1338,190,10,0.5263157894736842,19
cloze,Cloze Probability,set,meat,mushrooms,turkey,0.3996,60,10,1.0,6
cloze,Cloze Probability,set,meat,tofu,chicken,0.82,40,10,1.0,4
cloze,Cloze Probability,set,meat,tofu,crab,0.1892,50,10,0.8,5
cloze,Cloze Probability,set,meat,tofu,mushrooms,0.044399999999999995,50,10,0.0,5
cloze,Cloze Probability,set,meat,tofu,turkey,0.3996,50,10,1.0,5
cloze,Cloze Probability,set,meat,turkey,chicken,0.82,40,10,1.0,4
cloze,Cloze Probability,set,meat,turkey,crab,0.1892,130,10,0.7692307692307693,13
cloze,Cloze Probability,set,meat,turkey,mushrooms,0.0444,40,10,0.0,4
cloze,Cloze Probability,set,meat,turkey,tofu,0.1338,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,restaurant,cake,cocktails,0.8019999999999999,40,10,1.0,4
cloze,Cloze Probability,set,restaurant,cake,salad,0.0524,50,10,0.6,5
cloze,Cloze Probability,set,restaurant,cake,soda,0.6134000000000001,50,10,0.8,5
cloze,Cloze Probability,set,restaurant,cake,soup,0.1234,180,10,0.3888888888888889,18
cloze,Cloze Probability,set,restaurant,cake,vodka,0.632,60,10,1.0,6
cloze,Cloze Probability,set,restaurant,cocktails,cake,0.07339999999999999,50,10,0.6,5
cloze,Cloze Probability,set,restaurant,cocktails,salad,0.0524,40,10,0.0,4
cloze,Cloze Probability,set,restaurant,cocktails,soda,0.6134000000000001,190,10,0.42105263157894735,19
cloze,Cloze Probability,set,restaurant,cocktails,soup,0.1234,20,10,0.0,2
cloze,Cloze Probability,set,restaurant,cocktails,vodka,0.632,140,10,0.5,14
cloze,Cloze Probability,set,restaurant,salad,cake,0.07339999999999999,200,10,0.55,20
cloze,Cloze Probability,set,restaurant,salad,cocktails,0.8019999999999999,40,10,0.75,4
cloze,Cloze Probability,set,restaurant,salad,soda,0.6134000000000001,50,10,0.6,5
cloze,Cloze Probability,set,restaurant,salad,soup,0.1234,200,10,0.7,20
cloze,Cloze Probability,set,restaurant,salad,vodka,0.632,50,10,1.0,5
cloze,Cloze Probability,set,restaurant,soda,cake,0.07339999999999999,30,10,0.0,3
cloze,Cloze Probability,set,restaurant,soda,cocktails,0.8019999999999999,30,10,1.0,3
cloze,Cloze Probability,set,restaurant,soda,salad,0.0524,50,10,0.0,5
cloze,Cloze Probability,set,restaurant,soda,soup,0.1234,20,10,0.0,2
cloze,Cloze Probability,set,restaurant,soda,vodka,0.632,50,10,1.0,5
cloze,Cloze Probability,set,restaurant,soup,cake,0.07339999999999999,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,restaurant,soup,cocktails,0.8019999999999999,60,10,1.0,6
cloze,Cloze Probability,set,restaurant,soup,salad,0.0524,60,10,0.5,6
cloze,Cloze Probability,set,restaurant,soup,soda,0.6134000000000001,60,10,0.8333333333333334,6
cloze,Cloze Probability,set,restaurant,soup,vodka,0.632,40,10,1.0,4
cloze,Cloze Probability,set,restaurant,vodka,cake,0.07339999999999999,50,10,0.0,5
cloze,Cloze Probability,set,restaurant,vodka,cocktails,0.8019999999999999,30,10,1.0,3
cloze,Cloze Probability,set,restaurant,vodka,salad,0.0524,20,10,0.0,2
cloze,Cloze Probability,set,restaurant,vodka,soda,0.6134000000000001,190,10,0.3157894736842105,19
cloze,Cloze Probability,set,restaurant,vodka,soup,0.1234,50,10,0.0,5
cloze,Cloze Probability,set,salad,chips,cigarettes,0.0144,60,10,0.16666666666666666,6
cloze,Cloze Probability,set,salad,chips,dressing,0.488,50,10,0.4,5
cloze,Cloze Probability,set,salad,chips,lettuce,0.7669999999999999,60,10,1.0,6
cloze,Cloze Probability,set,salad,chips,meat,0.087,210,10,0.2857142857142857,21
cloze,Cloze Probability,set,salad,cigarettes,chips,0.054200000000000005,160,10,0.4375,16
cloze,Cloze Probability,set,salad,cigarettes,dressing,0.488,40,10,1.0,4
cloze,Cloze Probability,set,salad,cigarettes,lettuce,0.767,40,10,0.75,4
cloze,Cloze Probability,set,salad,cigarettes,meat,0.08700000000000001,190,10,0.5789473684210527,19
cloze,Cloze Probability,set,salad,dressing,chips,0.054200000000000005,20,10,0.0,2
cloze,Cloze Probability,set,salad,dressing,cigarettes,0.0144,50,10,0.0,5
cloze,Cloze Probability,set,salad,dressing,lettuce,0.7669999999999999,30,10,1.0,3
cloze,Cloze Probability,set,salad,dressing,meat,0.087,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,salad,lettuce,chips,0.054200000000000005,20,10,0.0,2
cloze,Cloze Probability,set,salad,lettuce,cigarettes,0.0144,60,10,0.0,6
cloze,Cloze Probability,set,salad,lettuce,dressing,0.48800000000000004,180,10,0.6111111111111112,18
cloze,Cloze Probability,set,salad,lettuce,meat,0.087,40,10,0.75,4
cloze,Cloze Probability,set,salad,meat,chips,0.054200000000000005,20,10,0.0,2
cloze,Cloze Probability,set,salad,meat,cigarettes,0.0144,50,10,0.0,5
cloze,Cloze Probability,set,salad,meat,dressing,0.48800000000000004,30,10,0.0,3
cloze,Cloze Probability,set,salad,meat,lettuce,0.7669999999999999,60,10,1.0,6
cloze,Cloze Probability,set,science,art,geology,0.5032,40,10,1.0,4
cloze,Cloze Probability,set,science,art,math,0.1042,200,10,0.7,20
cloze,Cloze Probability,set,science,art,philosophy,0.044199999999999996,180,10,0.6111111111111112,18
cloze,Cloze Probability,set,science,art,physics,0.7395999999999999,50,10,1.0,5
cloze,Cloze Probability,set,science,art,zoology,0.311,50,10,0.8,5
cloze,Cloze Probability,set,science,geology,art,0.022400000000000003,50,10,0.6,5
cloze,Cloze Probability,set,science,geology,math,0.1042,60,10,0.8333333333333334,6
cloze,Cloze Probability,set,science,geology,philosophy,0.0442,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,science,geology,physics,0.7396,40,10,1.0,4
cloze,Cloze Probability,set,science,geology,zoology,0.311,130,10,1.0,13
cloze,Cloze Probability,set,science,math,art,0.0224,20,10,0.5,2
cloze,Cloze Probability,set,science,math,geology,0.5032,40,10,0.75,4
cloze,Cloze Probability,set,science,math,philosophy,0.044199999999999996,50,10,0.4,5
cloze,Cloze Probability,set,science,math,physics,0.7396,40,10,0.5,4
cloze,Cloze Probability,set,science,math,zoology,0.311,50,10,0.8,5
cloze,Cloze Probability,set,science,philosophy,art,0.022400000000000003,50,10,1.0,5
cloze,Cloze Probability,set,science,philosophy,geology,0.5032,50,10,0.8,5
cloze,Cloze Probability,set,science,philosophy,math,0.1042,160,10,0.6875,16
cloze,Cloze Probability,set,science,philosophy,physics,0.7396,40,10,1.0,4
cloze,Cloze Probability,set,science,philosophy,zoology,0.311,60,10,0.8333333333333334,6
cloze,Cloze Probability,set,science,physics,art,0.022400000000000003,50,10,0.4,5
cloze,Cloze Probability,set,science,physics,geology,0.5032,210,10,0.8571428571428571,21
cloze,Cloze Probability,set,science,physics,math,0.1042,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,science,physics,philosophy,0.0442,30,10,0.3333333333333333,3
cloze,Cloze Probability,set,science,physics,zoology,0.311,200,10,0.65,20
cloze,Cloze Probability,set,science,zoology,art,0.0224,30,10,0.6666666666666666,3
cloze,Cloze Probability,set,science,zoology,geology,0.5032,40,10,0.75,4
cloze,Cloze Probability,set,science,zoology,math,0.1042,50,10,0.4,5
cloze,Cloze Probability,set,science,zoology,philosophy,0.0442,60,10,0.6666666666666666,6
cloze,Cloze Probability,set,science,zoology,physics,0.7396,40,10,1.0,4
cloze,Cloze Probability,set,throw,beach ball,boomerang,0.2706,190,10,0.631578947368421,19
cloze,Cloze Probability,set,throw,beach ball,football,0.8344,50,10,1.0,5
cloze,Cloze Probability,set,throw,beach ball,lawnmower,0.0852,30,10,0.0,3
cloze,Cloze Probability,set,throw,beach ball,tires,0.111,60,10,0.0,6
cloze,Cloze Probability,set,throw,boomerang,beach ball,0.388,40,10,0.75,4
cloze,Cloze Probability,set,throw,boomerang,football,0.8343999999999999,40,10,1.0,4
cloze,Cloze Probability,set,throw,boomerang,lawnmower,0.0852,50,10,0.0,5
cloze,Cloze Probability,set,throw,boomerang,tires,0.111,50,10,0.0,5
cloze,Cloze Probability,set,throw,football,beach ball,0.388,160,10,0.875,16
